0 , 0.175
0.03 , 5.26
0.04 , 6.92
0.05 , 8.57
0.075 , 12.6
0.1 , 16.6
0.2 , 31.3
0.4 , 55.7
0.6 , 72.5
0.8 , 81.7
1.0 , 85.5
1.2 , 87.0
1.4 , 87.8
1.6 , 88.3
1.8 , 88.7
2.0 , 89.0
2.2 , 89.3
2.4 , 89.6
2.6 , 89.8
2.8 , 90.0
3.0 , 90.2
3.2 , 90.3
3.4 , 90.5
3.6 , 90.6
3.8 , 90.8
4.0 , 90.9
4.2 , 91.1
4.4 , 91.2
4.6 , 91.3
4.8 , 91.5
5.0 , 91.6
